aid,appmsgid,cover,digest,itemidx,link,title,update_time,read_num,like_num,pic_num,word_num
2657190305_1,2657190305,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd4D5o1KzAXSSAWVXf6wlziaZm0tuXicWPZS9rOf47KlDhVxX3QHwPI2T4atjOFL58PH0RwIicOc6MVYQ/0?wx_fmt=jpeg,听听专家是怎么说的。,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190305&idx=1&sn=834bdd4a7c7ee798295b80e176a5192b&chksm=490585cf7e720cd975ff090cef76e33fc9d00ad15688efc27e36ea40ebb17d38060c7b9be6a1#rd,多喝水能软化便便？这 10 句话千万别再和家人说,2017-10-23 12:14:44,100001,3229,18,192
2657190305_2,2657190305,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd7F7mo8YtjMSURr8fXdI1ZTdN8vFEhhfiaj37K9Cfuyo3QEhY5KicMWyepFR3gj9J4ccxzEHYtkmJEA/0?wx_fmt=jpeg,身体上的问题，来问丁香医生。,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190305&idx=2&sn=89f0c13aaf35539aa65b20c2a99e7854&chksm=490585cf7e720cd998ac3612811de083ace29e251c8e58b8fcb9f3222de9307b4f624c28f46d#rd,尿尿分叉是不是一种病？应该如何治疗？,2017-10-23 12:14:44,100001,409,6,63
2657190305_3,2657190305,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd7F7mo8YtjMSURr8fXdI1ZTzr7nVgibBCzq9hmicBVeOuVIjc3upS7vQgdDJOU7hvjQCvSKsMBjxEEQ/0?wx_fmt=jpeg,这次是真的。,3,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190305&idx=3&sn=eb003520f6cbe59d97bf53cdf6a1ee1c&chksm=490585cf7e720cd92aba185b14584080c7b41b26418286f92dfb09709ca09f48d86de8750c2b#rd,牛奶不能和这种东西一起吃,2017-10-23 12:14:44,100001,1808,3,1
2657190301_1,2657190301,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd4D5o1KzAXSSAWVXf6wlziaZHpDykAQE96Zl5s4BrJ2gIWMfdHNcOcMCHrUibrgWpg7HnbuxRanpdjA/0?wx_fmt=jpeg,快看看有没有你。,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190301&idx=1&sn=16d1f082b341953259854f02504cd8db&chksm=490585f37e720ce5ad4e906385fb4fd6f0262d5f4bf05b151d90dd169da629a77e6929f7f3ee#rd,热水泡脚虽舒服，但有三类人千万要小心！,2017-10-22 21:08:48,100001,2215,11,149
2657190301_2,2657190301,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIBQcu3kwBOwZ8twgkibKPmHjtQuwZQLGIVxYTyZurOKIrrLwn9IIWqvQ/0?wx_fmt=jpeg,好的绘本，就像孩子亲密的伙伴。,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190301&idx=2&sn=98b98cb7683310ad04cfa0f215ff5616&chksm=490585f37e720ce513c59070bcd5fe24265f8e31b2a4d41af9fd9d5315183e187b17b83fe781#rd,成长研究所 | 有趣的绘本万里挑一，儿童心理学家的私家书单,2017-10-22 21:08:48,31309,138,14,134
2657190301_3,2657190301,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIichgHYvuibgxefPgNVOXePNLmY16ibSUMmutrTEbst1HC4WrTnlOB5gcQ/0?wx_fmt=jpeg,别乱吃。,3,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190301&idx=3&sn=61628ad4f091d8ad24adc39a28ecdaa7&chksm=490585f37e720ce5b8b20836fb65348218a4e51406912ab00194e32f0bf9ed54aa5d00c74b0d#rd,这群人，吃了蜂蜜可能会要命！,2017-10-22 21:08:48,100001,1890,3,34
2657190298_1,2657190298,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd7F7mo8YtjMSURr8fXdI1ZT296za87d6tAiauUiajzAcI4IpGnMtnJbkLnTT6icySeE45D8srbTAmw4g/0?wx_fmt=jpeg,关于「马兜铃酸」的问答。,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190298&idx=1&sn=b8cd9743ab99350b612fcc73e36ae82a&chksm=490585f47e720ce260a90b6cec0da892de60f25e38b4b2c7c01ce87a9ed835f63ab4ecf2ccb9#rd,马兜铃酸有毒，小心这个名单里的药,2017-10-22 18:11:55,100001,2415,7,94
2657190291_1,2657190291,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUI4Dibjlm4A0pib2maaK3iao0eicoibGomXL0ibfIXrEqBicLCz9hbB9Ubiaibflg/0?wx_fmt=jpeg,要买吗？,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190291&idx=1&sn=6e8a6a1d1c73e302872041aba56df167&chksm=490585fd7e720ceb1e4b110bdf797011cd2c3b9d037b5c1749d3a1d270d8f195cff67c494c38#rd,全面分析 30 种保健品 ，收藏这一篇，了解什么值得买,2017-10-22 12:02:24,100001,2076,32,24
2657190291_2,2657190291,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd7HypURCec5nGZGl57dYdRUzKianyrCrtIXfcVdZPm1icuN5FgjuF4Lzkic88rVjNuEOe5Xka0Kn622w/0?wx_fmt=jpeg,让你舒服点。,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190291&idx=2&sn=bf3448373eb68e3303bec2a44d3f9bdc&chksm=490585fd7e720ceba6a11b65f86be0cf3815525610f3f81e1e587098ec686fdc7853896992a7#rd,经常关节痛，可以试试这个方法,2017-10-22 12:02:24,91850,569,2,0
2657190290_1,2657190290,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIDALENegBcEGAnc3BnpUZJHbmWmLCWaXAbvupKiagk8QumsZ7nwt9OCA/0?wx_fmt=jpeg,不要慌，好好睡一觉。,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190290&idx=1&sn=3e4c5af424db1c45b87646d8fd360b29&chksm=490585fc7e720cea7d99e08bc6543a602f7188c9c989e9db9ad1760bc2e3f9da1d7ddc39f148#rd,熬夜可不是晚睡这么简单！还有 5 件事你要知道,2017-10-21 21:01:32,100001,6170,13,199
2657190290_2,2657190290,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIichgHYvuibgxefPgNVOXePNLmY16ibSUMmutrTEbst1HC4WrTnlOB5gcQ/0?wx_fmt=jpeg,需要清理，不要硬抠。,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190290&idx=2&sn=25143836f84f80f9a69257f33674f434&chksm=490585fc7e720ceab5ba3a440572f1a9e01136b1a6fef28e9f4ed77fd5bf18966a7aaa7c6567#rd,抠肚脐眼，会有什么后果？,2017-10-21 21:01:32,100001,2559,3,37
2657190289_1,2657190289,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUICzB0R2hc8CjAFrpRibZf7ESpxZxiczuicvRmgszoyNicd0R7uKxCzXL0HA/0?wx_fmt=jpeg,你和家人好友能做的，就是避免有毒中草药。,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190289&idx=1&sn=f275704c31d0ad010afcbdf4361b05ae&chksm=490585ff7e720ce911323c8ab22df5c9f83d63ca5419b2b86a81527c5fcbc1d7bf32d3ceb32a#rd,伤肝伤肾还强致癌！「马兜铃酸」这个名字一定要记牢,2017-10-21 12:02:31,100001,4352,8,38
2657190289_2,2657190289,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5KqBwUiaiaBnRa50wlrG8poqrBL0NCzlFh1NDV9UphX9LwrDvNEWmHGDNVm27H9fZuaqeibbRaFosrg/0?wx_fmt=jpeg,每天各一杯。,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190289&idx=2&sn=372f29f2d301e32d545eda1b93d2031b&chksm=490585ff7e720ce920fee3ac63bd930517c245a44d224eeb2c78fb7d27ec208d04547ade67f4#rd,豆浆不如牛奶好？它确实有一个不足,2017-10-21 12:02:31,100001,817,2,0
2657190264_1,2657190264,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd4D5o1KzAXSSAWVXf6wlziaZTJEJ6ksmv0sK0MibPB5EGfUPicFPLWO3VYU4l4aVefVQhGckyes2XvVQ/0?wx_fmt=jpeg,问题真不小。,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190264&idx=1&sn=7850d735a7a9f984358260bf39e512a2&chksm=490585167e720c00ebcf4f49d1d7c6a1ed32a07277be5fbd8551b8e436072774ed3a9efc4d98#rd,牙痛可能和心脏病有关，想预防要做好 4 点,2017-10-20 21:08:27,100001,1155,7,75
2657190264_2,2657190264,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5KqBwUiaiaBnRa50wlrG8poqtJJ3JSRt8d5KYqtic281ZEoub0OkWK5Bpib8JI2GCIvqaSGrYthH2iaFw/0?wx_fmt=jpeg,擦干再睡呗。,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190264&idx=2&sn=29b6d45e52b7ab1c8487a80ce79c39c7&chksm=490585167e720c00758a1b87f95a8f5a886caa7c55ad72c9342c27495d77d9d947cbee529a0d#rd,湿着头发睡觉，会引起头痛吗？,2017-10-20 21:08:27,97206,693,2,33
2657190169_1,2657190169,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd4D5o1KzAXSSAWVXf6wlziaZiaLRdxYOc4nfBliaeYOiclxlKLpNTRa1Xn4oKKWicLdRv87YII5Mo3MIdw/0?wx_fmt=jpeg,关爱骨骼，科学补钙。,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190169&idx=1&sn=362ed8e0b01225e6bc7d4454138ba00d&chksm=490585777e720c61436dbb8a82a1e8e91430dd9c88b087a33a41e81f10eef3f5819e11ee28e0#rd,缺钙，别急着吃钙片！当心这 4 个补钙错误,2017-10-20 12:03:31,100001,2156,12,236
2657190169_2,2657190169,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd4D5o1KzAXSSAWVXf6wlziaZWJBNAtok9FQ3benV1NS6U1GQyKw1sP1aUQrDwCP5aB5xHAPicaxxYVA/0?wx_fmt=jpeg,身体上的问题，来问丁香医生。,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190169&idx=2&sn=df3a72a792da3cb99ce174c19aef4dae&chksm=490585777e720c611bb69d49d32c217bb199b19edad4136386fc1ef0595c9e1c3c7b43024f61#rd,牙齿很黄，怎么才能变白？,2017-10-20 12:03:31,100001,646,5,72
2657190169_3,2657190169,https://mmbiz.qlogo.cn/mmbiz_jpg/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIjaIicwichsKzEuspuyjNRkQO6Aiczr15VgII2icSULGF3CJID5cKpb5CzQ/0?wx_fmt=jpeg,每天都要喝杯奶。,3,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190169&idx=3&sn=4379a66d85c7e542b9e21ba182eb74a7&chksm=490585777e720c610d40852c437acaf9e656b6c081f4169ab8e24bb74c51746f66338491aeca#rd,想增强免疫力，要喝牛初乳吗？,2017-10-20 12:03:31,62814,689,3,1
2657190168_1,2657190168,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIqrDbxcyoOTuk4cJw5Ac4uiciaic63Nmjfn1IQ81JOZMpxdr8AaicA6ZcDA/0?wx_fmt=png,要买吗？,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190168&idx=1&sn=67934f37441b0f55b93208ce217791d5&chksm=490585767e720c60319cb338d2f8f33a3162b2ae86610365d53d9244541eab3fb26698a89603#rd,钙,2017-10-20 12:00:24,59860,502,2,2
2657190168_2,2657190168,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUI8nN0e2wibRJtsx2tXicJicBysVcROU4oZUYhyxKpzX2QRyZ7FRFPzzXJQ/0?wx_fmt=png,要买吗？,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190168&idx=2&sn=3b1b9d587f94c55a28b4e4b31df96d9c&chksm=490585767e720c602dab0de8e70a97c264e92469d3e411711b2e848aaba50cbc1d821b52a7f1#rd,铁,2017-10-20 12:00:24,20739,145,2,2
2657190168_3,2657190168,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIX5JprkWD8EFdziayViaNvaH1c8D2v9oVdHLnSoTphcKQ2yXUZ1ibUcicMQ/0?wx_fmt=png,备孕叶酸，你吃对了吗摘自《冀连梅谈：中国人应该这样用药》一书备孕到早孕3 个月吃叶酸，3个月后吃复合维生素有,3,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190168&idx=3&sn=d33fbe05590db4345c78160f289dfb27&chksm=490585767e720c60c30ab1d1c73d886a5f59e35a57acfbe19ec2c0c8fb9e4c252bae7cfffddb#rd,备孕叶酸，你吃对了吗,2017-10-20 12:00:24,24318,262,2,264
2657190168_4,2657190168,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIibE9fZFZ49v6SNkNXic0BcMthic1YJwPzUNkGuZEtTQw6euTaQD6IGKfA/0?wx_fmt=png,要买吗？,4,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190168&idx=4&sn=48f0ae703c7291087e310d0c970d1092&chksm=490585767e720c60996e1bfedb36706a72c7fb58fda6f5d8fcd3db4b32b01e57ccd09d878579#rd,维生素 C,2017-10-20 12:00:24,37917,254,2,2
2657190168_5,2657190168,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIASgb4OIzUD8iaZ6vunRZdVXM8SeG4bX5tjCjMpt3ZeJQDE3Zsk01bsg/0?wx_fmt=png,要买吗？,5,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190168&idx=5&sn=dfc9c783d9a32f550c771febd86c5177&chksm=490585767e720c602c3cc54b7c840e13244241382aca6c24ca0c9504c308b21909e0d97d2428#rd,维生素 D,2017-10-20 12:00:24,26720,213,2,2
2657190168_6,2657190168,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUI0euiaeiaCibdcniam4Wbeic80hqIgR0ITJxw3JTVUd2B85ZdWmklZ8Mua7g/0?wx_fmt=png,要买吗？,6,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190168&idx=6&sn=e3f1acaf1d768b2b175856a3552e6724&chksm=490585767e720c606d5c569e5ea3027918e4c07846e7314c42443cb132c5777927c411155fcd#rd,维生素 E,2017-10-20 12:00:24,36525,202,2,2
2657190160_1,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIuLrvwcicdQwuuibH1qAHhoDnnrWjmcgcSHRjn9jeZUKB8icTdsATEfZzg/0?wx_fmt=png,要买吗？,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=1&sn=910e7e29787eaa1f9ccd865e55a9c7b2&chksm=4905857e7e720c6838d0a793a97f8ffedd37c13356ad9e9f9261a1c675dc70a62158b632ee9a#rd,醋蛋归元液,2017-10-20 11:57:37,11655,121,3,6
2657190160_2,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIfeXgmnMbVP7FJ5RLB3ehBavVTro9RIic2AHiaeMgrV8icXEhZR9CiaqMaw/0?wx_fmt=png,要买吗？,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=2&sn=c27465d170492ccf02bc04120414957d&chksm=4905857e7e720c681cbd6e04afd387599e52ce4cc05df5295d9d30192f66e5650f7e91d1ee04#rd,酵素,2017-10-20 11:57:37,55720,620,2,2
2657190160_3,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIzXlxzVPFibl68FwAK2lsCDTVkvtibX9OytKniboI6vBycfa2NH3CYpbLA/0?wx_fmt=png,要买吗？,3,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=3&sn=fef6953f0180d28143089bb2b7c8205d&chksm=4905857e7e720c68412fd5bb3d5368f955729d39bdcf482845287b3726524d489f43468c66f7#rd,维骨素,2017-10-20 11:57:37,37284,230,2,56
2657190160_4,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUISqXFxByDXbMB4QK7UjLQ4eibKVo3FzKfgQ0faFDzt2zdZuHyxkbKMIw/0?wx_fmt=png,要买吗？,4,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=4&sn=d966ca9a2f38f2696f13621ce3ce0626&chksm=4905857e7e720c688b49e07eadfffea521f1e947e7e467cd471a2646eac201ec234270cc8586#rd,白藜芦醇,2017-10-20 11:57:37,24430,180,2,2
2657190160_5,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIZEt8mGWYbEb2AngSpIiaAerfKgtU5RYyxt7xM4FBkz2lM0QkI7goRMw/0?wx_fmt=png,要买吗？,5,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=5&sn=e32c7a092c2260f0024a264867f3abc2&chksm=4905857e7e720c68b1ce1cd8d6dd59ad76dd5fd93a46e8647fc42683e16d757ba1cae47f9f64#rd,褪黑素,2017-10-20 11:57:37,37459,202,2,2
2657190160_6,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIKXTpQycTibic699SC5SPosjpmhoJsX7iaU2LE21UXcrVibGS4o4hrtmTNg/0?wx_fmt=png,要买吗？,6,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=6&sn=4b996ee89802b1347c05f89d661e54d6&chksm=4905857e7e720c686756772eaf74cdc7b5d44f9160b38f31f025197edcb7ce637053afb6a056#rd,端粒酶,2017-10-20 11:57:37,7537,45,2,2
2657190160_7,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUI93vmQslxWj67sIuiagicibicmF075djIxjqdXKUVsr79lpFZogFoAsyicyA/0?wx_fmt=png,要买吗？,7,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=7&sn=5360cc33c298960a8768241b12f02c55&chksm=4905857e7e720c68200abaffc8db4839f66035762b6c3d8b8ea9e9514183fe72c5db7dc602e3#rd,硒补充剂,2017-10-20 11:57:37,18369,129,2,2
2657190160_8,2657190160,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUImVAjef3QZVYMtuOFf9QMZZvce0lrUpeVteAB88e3J64AjMLzhmSKjw/0?wx_fmt=png,要买吗？,8,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190160&idx=8&sn=d6403768d5d0b42e2230b6a8489088b8&chksm=4905857e7e720c6853ef1bda3481c3a22bc19e4c15455245b0eadfd09f8334bc9c0f72e85fb1#rd,青蒿素,2017-10-20 11:57:37,16870,129,2,2
2657190150_1,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIVcl3wlDwf9hLjLI3lB4CzOEt5OhmscPLRxic1QET0yK3ZicS0TvG7log/0?wx_fmt=png,要买吗？,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=1&sn=dfcdf9293230afd62dd963924b3d9a71&chksm=490585687e720c7ee26c28279cc4adbc793d33bcc3ba90dc55583947925168e4b0d5ec8e644d#rd,大麦若叶青汁,2017-10-20 11:45:10,27635,223,2,2
2657190150_2,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIibPHB98IPAu6W0nSMyEg7XRP5ibezoOvxgrEwneVANI0f589MH24EjTg/0?wx_fmt=png,要买吗？,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=2&sn=9565a59439a54db42ee6c19798ebee39&chksm=490585687e720c7ee0048a6866af4cdf8c0f091747da4ab5c1f04dec752af5e173ce41929fe6#rd,玛卡,2017-10-20 11:45:10,54110,513,2,2
2657190150_3,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUI6y0cen5fJ2xoia28GxMLzzarCia90xcYkgWJGxGoKML4tbGL8Q81vtsw/0?wx_fmt=png,要买吗？,3,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=3&sn=1dbfe248bab3f861db8514c46e67fe90&chksm=490585687e720c7e39cdc7567215c23099fcaf913f6a26a7bd5d36388d68b06eb5da066ea6dc#rd,袋鼠精,2017-10-20 11:45:10,18412,120,3,6
2657190150_4,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUI710ibFv9aW3QWl0Y9VNha0K0oyKCjePVibxfzItkicugOfnl9mGnJHiarQ/0?wx_fmt=png,要买吗？,4,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=4&sn=998f09ea82bcf97107ab02e78879222c&chksm=490585687e720c7e83459857fb1906c5262fa16a9c89584384330d562b7a2d41a26fd0825ac1#rd,深海鱼油,2017-10-20 11:45:10,89704,879,2,7
2657190150_5,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIJibpnwhLqVgWM1H3y3Bwgc6JABPV3GdFn5ichs8fMA3jEaSHyYDgLVdw/0?wx_fmt=png,要买吗？,5,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=5&sn=7bb29c16adb3c0edb5eed56154b5adb6&chksm=490585687e720c7e44fbaecc792ef6933a47a2449864c81b3dd4a8e2cdcf613b40c982538b35#rd,松花粉,2017-10-20 11:45:10,36904,378,5,65
2657190150_6,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIZprGfwaDqgcnE5qlFX3uLicyJsr6BxIiabtb8K3sEdHNxY4eNqqIVkUw/0?wx_fmt=png,要买吗？,6,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=6&sn=94f5ccd997c5d581b6507eee07fe9262&chksm=490585687e720c7e9d0f72db7e5545127a625802ec64c51f1e647e5392b11bf10e9ce4831394#rd,三七粉,2017-10-20 11:45:10,100001,1076,2,2
2657190150_7,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUISVwg6DB1JWLeicOSxWkCNHeD1Ty1VictwBEw4afLvAG9NXlDgHBRichgA/0?wx_fmt=png,要买吗？,7,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=7&sn=df724752da29b9455b925ebbfb6cca17&chksm=490585687e720c7eba0b49a5c966ce6fcdec033a26de95caa3e1ce968a122b315415ba588159#rd,蜂王浆,2017-10-20 11:45:10,41201,309,2,2
2657190150_8,2657190150,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUINeeq3SGl10gywPx5tkfLCx4Dia3xnWcfMS0vlK0Jf8JelY70q1Z9O8w/0?wx_fmt=png,要买吗？,8,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190150&idx=8&sn=d2c658a6049856c272714fcfdfd9bd93&chksm=490585687e720c7e31d90868c0e99722091cdeb86bd4f86132072a0d3d069922148ba735f50d#rd,雪蛤,2017-10-20 11:45:10,18855,135,2,3
2657190130_1,2657190130,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUII9Na2RHjnnqVHfJVlaahqQGl7xNGjzeibVaOTbLPnkria0uUjo2Jyiarw/0?wx_fmt=png,要买吗？,1,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190130&idx=1&sn=00be49d5a36ee869691090845dd0d795&chksm=4905849c7e720d8ad627ba1db13a78649f533717006f264ff96014d4511a1b6ad5e35476b2bc#rd,阿胶,2017-10-20 11:31:59,100001,1503,2,2
2657190130_2,2657190130,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIjZ3gxSsparvYPNQI6Kqam5913vZH20G83T6wx5tG7KflKFphMtYWFA/0?wx_fmt=png,要买吗？,2,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190130&idx=2&sn=7881789216c1457f42cf9620492404c9&chksm=4905849c7e720d8a2cea4c559559815d579d9b41cc5a23762460dd81f8cd6fc6d9ec4d171932#rd,燕窝,2017-10-20 11:31:59,91498,676,2,2
2657190130_3,2657190130,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUIECPYkwbVDvdxCG7g89AfczlJQxejDuNf1l86nicibYdAYGruMFCS8zyQ/0?wx_fmt=png,要买吗？,3,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190130&idx=3&sn=80a36efae4080b2206bf49328f2ea55f&chksm=4905849c7e720d8a3cfb984af2a13a9742839c3f65a00873b5337d240c77aaeca1c7f5104457#rd,冬虫夏草,2017-10-20 11:31:59,75125,550,2,10
2657190130_4,2657190130,https://mmbiz.qlogo.cn/mmbiz_png/Pvr3FasqXd5eDpa0bibrHOVr9KUCGcVUI0TEnO3Z9oa4ULSwGQ0Z941Byj4MvCicK3xicgeKb5VqHlyJAoxcH0KjA/0?wx_fmt=png,要买吗？,4,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657190130&idx=4&sn=cffe20c1df46d06af3ea5b40a6d4c530&chksm=4905849c7e720d8a34e4e5d4917d92ec163518b4ed8e7246582c380771d85b607580ec8bedb7#rd,铁皮石斛,2017-10-20 11:31:59,89208,823,2,2
